,comment,sentiment
313,"yeah , ai great tool education moving forward , part think get overlooked want still thing . like interacting ai lot fun , using co-write story blast ... teach way teacher even biggest group teacher possibly great , teal question student still want learn ? thing mastery , quite falsely human defined . like imagine struggling test 7th grader . well . , year later , could attempt test absolutely dominate easily . imagine basis 7th grade test , career path laid . would horrible badly . precisely happens , although later life . 's like could n't well given time ( clearly ) , society broadly defines way well given timeframe , enter society based result . society actively stunted growth ... motivation quite complicated , point make exception , think internet . hub information ever known mankind . population ? make everyone super smart ? people actively learn beyond schooling year ? , made majority mindless scrollers , masked hater , cringey short video creator ever decreasing positive trait ( , , many ) .. , tool great helping trying accomplish . though radical tool change thing try accomplish , day age , mostly negative .",1
314,internal ai thought approach patented ?,0
315,"wow kid nowadays lucky . generation , internet access super limited phone . remember geography homework one question could n't find answer ; 'd wait day subject get answer teacher . kid , learn much ! ! ! !",1
316,make sure child n't break ai tutor accidentally make ai enemy ? make sure tutor n't teach wrong answer correct ?,1
317,'re telling whole truth : ai completely replace teacher ! !,1
318,"yes , let 's use ai enhance human intelligence , human potential human purpose . ♥",1
319,"great video ! love ai assist student ! ! however , worry , future , educational system use ai instead hiring teacher cost effective .",1
320,finally video actually excited click ai ! !,1
321,"ai getting smarter teach u everything knowledge related work better u . would point learning science , math , programming human ?",1
322,great ... ai potential stuff,1
323,"gatsby example interesting , though 'm sure agree conclusion . ai ever-ready insight , reasoning capacity . n't good -- least sometimes -- sit problem ? ruminate puzzle ; even frustrated ? work mind eventually tap creative source . ca n't count number time 've jumped bed write something come sleep . , remain agnostic .",1
324,"man legend education go pioneer ai learning general . honestly want drive video people see speech , ai pretty scary , totally amazing , need people see thing like set right frame mind deal turning point history .",1
325,available spanish ?,0
326,need ai tell put phone every time try study get distracted,0
327,imagine talking ai acting like adolf hitler😅,1
328,"'s right . know thing neutral , good bad , benefit harm exploit . ai future , developed . reach `` spirit '' awareness next clause 15. ai everywhere grow u .",1
329,cool ai guidance counselor seems creepy risky . need real human emotion counsel young kid opinion,1
330,wait khan academy ? ? ? ? icon,0
331,"problem ai teach , ai could teach .",0
332,student switch student mode example tight deadline need answer urgently . would make ai probe determine whether student teacher ?,0
333,"totally agree mr. khan . video , personally believe advent emerging technology like ai , evidently show current quality education nowadays quite bad must enhanced . addition , issue raised concerning ai disrupting education , show education system way education administered student must upgraded . instead discouraging employment ai education , utilize fully realize quality education truly . ( like scientific calculator integrated education nowadays )",1
334,"telling coworkers saying gpt kid using bad . ’ telling gpt empower u , teacher ! ! ! best ta everrrrr ! ! ! ! ’ using help plan lesson student use help write better compute better ’ win win everyone . get paid half job idk problem .",1
335,great ai advertisement . * ..... inform ai-risks elsewhere . ( man wo n't tell ) *,1
336,"first appreciate sam altman , think make money benefit world ai .",1
337,"ideological talk .... reality , number profit .. teacher .. ai replace ceo company .. ideal talks😶",1
338,"want similar ai , learning practicing communication , negotiation persuasion skill professional business context . anybody working ?",1
339,paid whats use,0
340,"first , agree ai absolutely fantastic tutor . point flaw argumentation . statistic shown beginning student success without tutoring ’ taken account type student opt tutoring . generally , argument placed premise “ everyone want tutor ” . , ’ . people really ’ want learn would rather take easiest way stay grade x . ( ’ say dumb smart . highly intelligent people also often find way avoid learning thing uninteresting therefore trivial . ) ai absolute game changer curious ’ difficult get student much curiosity towards academic matter use ai tutoring tool autonomously . people inclined work hand physical labour think really need pay attention people avoid creating even larger social divide academically inclined not-so-much-so . , ’ think try take slow ai , rather , take advantage efficiently possible making sure ’ disproportionately benefit certain group people , case , certain type student .",1
341,"started studying math almost 0 level khan academy month ago , proudly got system equation , discovered chat gpt . love chat gpt , even free version help various thing , ask anything , 's faster scrolling google search , good motivator 're feeling . 'm excited see khanmigo going turn . disappointed old school teaching system , see great potential ai increase hi worldwide .",1
342,"’ shame going miss . studying sat personal ai tutor completely change ’ dynamic , paying tutor ’ much advantage .",1
343,problem use ai education . problem 'll point education first place approach agi . human able keep,0
344,có ai vnkhongg : ),0
345,'m back school learning programming chatgpt pretty invaluable tutor 's available time .,1
346,"really love . course , `` teacher mode '' soon unnecessary , teacher shown inferior ai based tutor . see happening alarmingly quickly : couple year , best performing student entirely ai-tutored , worst performing student soon dump teacher get ai-advantage . good news teacher , great news student , longer held back current system , teacher weak point process learning .",1
347,"hopefully , ai make video quick easily text .",1
348,good ! @ 13:32 lay great argument continuing push ai research acknowledging validating fear could go wrong . watch whole talk !,1
349,amazing . everybody talking adverse effect ai . 's amazing see good side . almost always using khan academy !,1
350,"wish talked revolutionizing college graduate school education , poignantly , academic research . think understated power ai education presentation . depressing power us ai get barely attention . imagine instead attempting craft agi , instead focused creating subject matter expert complete knowledge every paper book existence topic , complete full bibliography ability , create textbook , create lecture , issue grade assignment suggest research question graduate student researcher . imagine instead publish die , professor capable comfortably teaching 250 student , ai assisted individualized attention , getting 20+ paper published month , pre-publishing pre-peer review bot speed rate paper publishing making easier editor . handful year , world could change beyond wildest dream .",1
351,voice automatically trick mind n't ted talk watching back college pulling hopeless nigher fail test .,0
352,hollywood medium given ’ nihilistic view ai show . thank khan !,1
353,"internet first came , people said student would cheat . true , useful resource . true ai",1
354,`` feel nearing end time ... human losing faith . '' -hayao miyazaki,1
355,"november 2022. introduction chatgpt . never guess would spell beginning age ai . truly revolutionary time going change much world . 's less year , 've scratched surface , 've already come far . excited terrified experience huge step future . however , thoroughly looking forward ai use transform world . development technology en masse topic science fiction cyberpunk tale long ( deus ex come mind ) , , 're fortunate enough witness firsthand .",1
356,"'m past school college point . source knowledge majorly people , like youtubers . , like miracle . 'm learning much positive impact ca n't begin explain . told someone , `` artificial afterall . '' well , personally , life felt like people like college professor , act certain manner , considered `` real '' , care , focus learn . applies directly ai model well come teaching . real world , majority teacher pay individual attention possibly cater specific need single student . ai , much possible . love . chatgpt wave since november brought 1 thing life . ease access knowledge understanding . 'm glad happened . video , girl conversed ai `` great gatsby '' assignment . blew mind . marvelous ! wonderfully presented capability ai teaching method .",1
357,"`` problem , put guardrail place… '' point , ai could much smarter u may simply take-over . hand , thing stop bad guy ai , good guy ai ( possibly ai alone much smarter u ) .",1
358,using ai tool brainstorm idea,0
359,'m really impressed work 've done make chatgpt magical socratic . 's inspiring see ai used enhance human intelligence potential .,1
360,'ve see ai exactly way explain video . education dead ! long live education ! using chatgpt personal tutor past 2-3 month since gained access incredibly powerful regard .,1
361,"cool & helpful , hallucination still big problem , especially ai telling teacher info , think create serious issue .",1
362,though problem ai tutor teach subject like stem whats point ? machine anything society future student better .,1
363,`` khanmigo '' easy name get used . rename ai `` khannect '' . connecting 1 1 tutoring everyone .,1
364,pretty sure use chatgpt ted talk . ’ ai talking . 😂,1
365,one handful people inspired go back school finish degree computer science . ’ wait see positive impact others !,1
366,oh ’ good . ’ happy ai .,1
367,", many commentator paid speaker ... ai entrepreneur ?",0
368,"brilliant help many student get help need even shortage difficulty access adult help . able progress without hindrance self motivated learn anything . focus making aspect ai best make appropriate rail guard protection people , ’ fear technology rather carefully embrace . forever changed world new technology ’ think everyone fully grasped yet .",1
369,"yeah , 's cool sanji mood chat great godsby ? little sanji work 2 part time job help parent rent health insurance payment ? ramen noodle . thought 's fragment 're 110 % correct ! brainiac keep talking education job like thing gon na inevitably put food table . day ! ai n't come built-in ubi money spitting nozzle , 's unsafe product . 's trained data ! n't need wait congress make safety regulation ; pro-active ! back day tesla electrifying home ask diane feinstein mitch mcconnell size wire use ? ! , n't think ! 😂 ubi must . 's gon na come stingy bastard gov't . tech need provide even fall left side bell curve .",1
370,"ai internal thought great idea , need accessible well , least managerial sense . ai thinking without saying become serious problem expands beyond student and/or teacher .",1
371,"ai tool used , decides ’ want tool ... may trouble .",1
372,bring ai khan academy,0
373,wow heard meeting smart tech person . potential making one one tutoring student high quality teaching assistance available exciting . great talk .,1
374,"good-actor , bad-actor arguement tiring . 's thing crypto community . totalitarianism already tech advancement mean carry . ai accelerator . dont know erosion freedom tactfully slow methodical , generational even . eventually dependent outsourcing thinking ai . way navigation , remembering reminding , dating , finding work , etc . etc . control machine ( ai human ) learn prompt control mass obedient , happy slave guise progress , innovation , ... personal favorite , democracy .",1
375,ppl wan na cancel ai one ca n't change cat filter iphone,0
376,"one concern program control ai ( ai , whether khan chat gpt version ) inject political bias answer . case discussed video student debt relief spanish american war case point . answer video contain political perspective . bias , . power corrupts . power control ai response entrusted corruptible people . u . search truth , attempt manipulate via propaganda .",1
377,amazing eplaination .. one best speech date !,1
378,ai teaching u ... could go wrong ? 😆,0
379,khanmigo new education ai,0
380,"say one thing , people manipulated accepting something taking time ask question since dark age , know help 🙂 . watched video expert saying tech poeple repeatedly talk improve take away job , without real fact something get better better something , point everyone like know , could use help n't need ai . love alive time n't fooled .",1
381,"6:30 think feature risky . would n't want impersonated ai say thing like . even im dead said , rest great education",1
382,"wish teacher stop trying knock ai , 's government administrator valued & funded long . end 's student lose .",1
383,ai replace teacher,0
384,"teaching primary education web connected , interactive white board new thing . successful teacher got first , nothing disruptive disenfranchised kid . see huge potential community classroom management , child safety abd school infrastructure significant problem jot help improve education system already failing .",1
385,"absolutely incredible . way collaborate ai amazing , ’ threat education . since using chatgpt ’ started understanding concept much better imagine specifically coded ai-tutor transform educational space . great work ! ! !",1
386,"`` 's easy focus potential downside ai education , prevents u realizing many way revolutionize learning . let 's shift focus harnessing power ai create effective , equitable , engaging educational experience everyone . '' -gpt-4",1
387,really said 'give teacher super assistant ' n't want offend teacher damn well know 're gon na job .,1
388,"marvin minsky ( inventor ai ) argued favour hi many year . see 1998 hi paper also 2013 hi paper ( minsky , kurzweil , mann ) .",1
389,also stopped library stumbling across book subject person change life chatgpt4 laziest invention since cell phone… wish u could internet home u spend time family u learn use map… u learn basic skill cell phone took already kid remembered 10 family friend number address trying take away brain… capitalism… make many people lazy able hold job company implement computer people survive people strives learn old way ! ! ! day kid dont kno write cursive everything computer school ’ easier teacher ( show work seeing went wrong meaningless ) hey tech-is cool thing get smarter smarter somehow human think getting smarter along lol getting dumber dumber,1
390,exactly project plan build finish learning programming . amazing see incorporated khan academy today . welldone khanmigo ! great job open ai khan academy.😊😊❤,1
391,'ve waiting talk week 's finally 😭😭,0
392,amazing . true ai great alternative especially people ca n't afford professional service university degree .,1
393,y'all estimating ai business .,0
394,"aaj ai ki video hi kyu rahi hai bhai😂 , sandeep sir ne yahi video daali thi",0
395,"remember first learned word “ awe “ meant ? explained ? something saw eye , mind , infused word meaning ? taking time experience awe every week decrease distress increase joy . fall asleep tonight , wake tomorrow , wonder little . n't matter . choose .",1
396,love ai,1
